D,StId,O1,MA1,MI1,C1,V1,O2,MA2,MI2,C2,V2,O3,MA3,MI3,C3,V3,O4,MA4,MI4,C4,V4,O5,MA5,MI5,C5,V5,O6,MA6,MI6,C6,V6,O7,MA7,MI7,C7,V7,O8,MA8,MI8,C8,V8,O9,MA9,MI9,C9,V9,O10
1,1,1.08164,1.08171,1.08148,1.08151,155.02,1.0815,1.0815,1.08134,1.08134,152.46,1.08134,1.08144,1.08128,1.08135,177.46,1.08133,1.08133,1.08115,1.08115,132.79,1.08115,1.08115,1.08093,1.08108,222.03,1.08108,1.08142,1.08108,1.08137,200.59,1.08138,1.08138,1.08125,1.08128,143.69,1.08128,1.08147,1.08128,1.08145,73.36,1.08145,1.08148,1.08129,1.08129,63.28,1.08129
