Gmt time,Open,High,Low,Close,Volume
01.01.2016 00:00:00.000,87.650,87.650,87.650,87.650,0
02.01.2016 00:00:00.000,87.650,87.650,87.650,87.650,0
03.01.2016 00:00:00.000,87.635,87.848,87.610,87.654,8296.1904
04.01.2016 00:00:00.000,87.657,87.727,85.345,85.828,158900.875
05.01.2016 00:00:00.000,85.832,86.356,84.899,85.290,166992.0469
06.01.2016 00:00:00.000,85.292,85.414,83.559,83.974,192668.7656
07.01.2016 00:00:00.000,83.975,84.136,82.001,82.431,224507.9375
08.01.2016 00:00:00.000,82.430,83.895,81.520,81.560,196780.3125
09.01.2016 00:00:00.000,81.560,81.560,81.560,81.560,0
10.01.2016 00:00:00.000,81.729,81.730,80.917,81.228,13782.1299
11.01.2016 00:00:00.000,81.227,83.033,81.182,82.228,200966.25
12.01.2016 00:00:00.000,82.228,82.782,81.391,82.305,215046.3438
13.01.2016 00:00:00.000,82.301,83.408,81.393,81.447,203960.3594
14.01.2016 00:00:00.000,81.450,82.808,81.174,82.718,226192.1406
15.01.2016 00:00:00.000,82.718,82.729,79.578,80.318,231009.6563
16.01.2016 00:00:00.000,80.318,80.318,80.318,80.318,0
17.01.2016 00:00:00.000,79.873,80.305,79.853,80.251,10467.4297
18.01.2016 00:00:00.000,80.251,81.287,80.146,80.701,170232.5938
19.01.2016 00:00:00.000,80.700,82.169,80.198,81.260,213460.0313
20.01.2016 00:00:00.000,81.261,81.357,79.223,81.357,271743.6875
21.01.2016 00:00:00.000,81.356,82.748,80.099,82.739,288467.75
22.01.2016 00:00:00.000,82.741,83.535,82.136,83.233,202982.7344
23.01.2016 00:00:00.000,83.233,83.233,83.233,83.233,0
24.01.2016 00:00:00.000,83.169,83.269,83.000,83.000,6979.4399
25.01.2016 00:00:00.000,83.000,83.507,82.010,82.043,185552.625
26.01.2016 00:00:00.000,82.041,83.276,81.488,82.932,190919.1875
27.01.2016 00:00:00.000,82.932,84.224,82.713,83.064,229789.5938
28.01.2016 00:00:00.000,83.057,84.816,83.021,84.242,207647.875
29.01.2016 00:00:00.000,84.242,86.376,84.047,85.826,236352.7969
30.01.2016 00:00:00.000,85.826,85.826,85.826,85.826,0
31.01.2016 00:00:00.000,85.989,85.990,85.742,85.784,9330.9805
01.02.2016 00:00:00.000,85.784,86.232,85.293,85.906,190100.9063
02.02.2016 00:00:00.000,85.909,86.156,84.097,84.213,212121.8438
03.02.2016 00:00:00.000,84.214,84.780,83.210,84.579,267310.25
04.02.2016 00:00:00.000,84.579,85.067,83.919,84.130,255813.4844
05.02.2016 00:00:00.000,84.129,84.314,82.572,82.630,209744.5
06.02.2016 00:00:00.000,82.630,82.630,82.630,82.630,0
07.02.2016 00:00:00.000,82.679,82.997,82.644,82.866,15528.96
08.02.2016 00:00:00.000,82.866,83.491,81.608,81.841,240780.9375
09.02.2016 00:00:00.000,81.840,81.840,80.016,81.364,302175.1563
10.02.2016 00:00:00.000,81.362,81.950,80.370,80.435,308817.75
11.02.2016 00:00:00.000,80.436,80.890,77.600,80.149,336549.2188
12.02.2016 00:00:00.000,80.147,80.662,79.298,80.526,271719
13.02.2016 00:00:00.000,80.526,80.526,80.526,80.526,0
14.02.2016 00:00:00.000,80.627,80.923,80.495,80.893,10775.3301
15.02.2016 00:00:00.000,80.894,81.995,80.627,81.729,189965.4375
16.02.2016 00:00:00.000,81.731,82.440,80.476,81.241,227158.7969
17.02.2016 00:00:00.000,81.241,82.091,80.363,81.994,239521.5469
18.02.2016 00:00:00.000,81.995,82.038,80.850,80.979,208271.7031
19.02.2016 00:00:00.000,80.980,81.018,79.833,80.567,192019.9063
20.02.2016 00:00:00.000,80.567,80.567,80.567,80.567,0
21.02.2016 00:00:00.000,80.571,80.640,80.278,80.387,9065.9697
22.02.2016 00:00:00.000,80.391,82.033,80.359,81.693,186659.7031
23.02.2016 00:00:00.000,81.693,81.797,80.475,80.524,214372.4375
24.02.2016 00:00:00.000,80.524,80.833,79.619,80.608,223225.3125
25.02.2016 00:00:00.000,80.609,81.903,80.210,81.882,222604.5
26.02.2016 00:00:00.000,81.881,82.025,81.020,81.279,182368.2031
27.02.2016 00:00:00.000,81.279,81.279,81.279,81.279,0
28.02.2016 00:00:00.000,81.196,81.258,80.893,81.056,13383.8496
29.02.2016 00:00:00.000,81.057,81.134,80.144,80.269,211094.1406
01.03.2016 00:00:00.000,80.269,81.978,79.818,81.817,207710.5938
02.03.2016 00:00:00.000,81.816,82.923,81.561,82.690,206063.4688
03.03.2016 00:00:00.000,82.692,83.804,82.630,83.647,206932.7969
04.03.2016 00:00:00.000,83.646,84.945,83.260,84.649,204155.8438
05.03.2016 00:00:00.000,84.649,84.649,84.649,84.649,0
06.03.2016 00:00:00.000,84.404,84.532,84.311,84.317,10719.29
07.03.2016 00:00:00.000,84.317,85.023,83.910,84.639,174884.9375
08.03.2016 00:00:00.000,84.635,84.677,83.602,83.778,204296.1563
09.03.2016 00:00:00.000,83.779,85.248,83.359,84.568,198056.375
10.03.2016 00:00:00.000,84.568,85.628,83.722,84.167,255394.375
11.03.2016 00:00:00.000,84.169,86.218,84.077,86.186,189646.625
12.03.2016 00:00:00.000,86.186,86.186,86.186,86.186,0
13.03.2016 00:00:00.000,86.011,86.075,85.795,86.039,15521.25
14.03.2016 00:00:00.000,86.039,86.417,85.236,85.585,168322.7969
15.03.2016 00:00:00.000,85.585,85.678,83.911,84.406,196610.8438
16.03.2016 00:00:00.000,84.405,85.451,84.272,85.088,198682.1875
17.03.2016 00:00:00.000,85.084,85.883,84.307,85.153,237946.2969
18.03.2016 00:00:00.000,85.156,85.376,84.681,84.862,170201.7344
19.03.2016 00:00:00.000,84.862,84.862,84.862,84.862,0
20.03.2016 00:00:00.000,84.793,84.799,84.599,84.630,12711.0996
21.03.2016 00:00:00.000,84.630,85.094,84.231,84.895,158830.4531
22.03.2016 00:00:00.000,84.894,85.689,84.141,85.532,181803.7344
23.03.2016 00:00:00.000,85.532,85.874,84.527,84.699,159304.6406
24.03.2016 00:00:00.000,84.700,85.062,84.337,84.926,148895.875
25.03.2016 00:00:00.000,84.927,85.240,84.874,84.976,50709.8008
26.03.2016 00:00:00.000,84.976,84.976,84.976,84.976,0
27.03.2016 00:00:00.000,85.108,85.236,84.956,85.132,8528.6396
28.03.2016 00:00:00.000,85.131,85.707,85.027,85.641,90523.8125
29.03.2016 00:00:00.000,85.640,86.167,85.296,86.046,173509.9219
30.03.2016 00:00:00.000,86.047,86.676,85.631,86.072,180279.3594
31.03.2016 00:00:00.000,86.068,86.713,85.778,86.289,171116.3906
01.04.2016 00:00:00.000,86.291,86.489,85.264,85.825,169525.7344
02.04.2016 00:00:00.000,85.825,85.825,85.825,85.825,0
03.04.2016 00:00:00.000,85.650,85.811,85.613,85.638,8104.9902
04.04.2016 00:00:00.000,85.638,85.659,84.490,84.500,150121.375
05.04.2016 00:00:00.000,84.500,84.646,82.813,83.278,193954.3438
06.04.2016 00:00:00.000,83.280,83.675,83.050,83.516,165726.1719
07.04.2016 00:00:00.000,83.514,83.741,80.690,81.514,203429.4844
08.04.2016 00:00:00.000,81.516,82.478,81.484,81.670,162391.2969
09.04.2016 00:00:00.000,81.670,81.670,81.670,81.670,0
10.04.2016 00:00:00.000,81.604,82.015,81.509,81.920,10754.46
11.04.2016 00:00:00.000,81.922,82.459,81.095,81.972,183598.2344
12.04.2016 00:00:00.000,81.974,83.543,81.873,83.542,173121.1875
13.04.2016 00:00:00.000,83.543,84.015,83.241,83.816,165784.25
14.04.2016 00:00:00.000,83.814,84.489,83.421,84.088,161325.8438
15.04.2016 00:00:00.000,84.090,84.789,83.625,84.085,136868.5313
16.04.2016 00:00:00.000,84.085,84.085,84.085,84.085,0
17.04.2016 00:00:00.000,82.835,83.195,82.489,82.621,16407.25
18.04.2016 00:00:00.000,82.618,84.853,82.481,84.759,175995.0469
19.04.2016 00:00:00.000,84.759,85.466,84.643,85.169,159695.0625
20.04.2016 00:00:00.000,85.169,85.831,84.612,85.708,177804.2344
21.04.2016 00:00:00.000,85.707,85.933,84.658,84.780,185295.5625
22.04.2016 00:00:00.000,84.781,86.390,84.673,86.222,191088.3906
23.04.2016 00:00:00.000,86.222,86.222,86.222,86.222,0
24.04.2016 00:00:00.000,86.133,86.261,85.908,85.939,9672.2803
25.04.2016 00:00:00.000,85.934,85.963,85.505,85.736,172252.0156
26.04.2016 00:00:00.000,85.737,86.322,85.249,86.143,185969.9531
27.04.2016 00:00:00.000,86.142,86.310,84.237,84.791,227254.2969
28.04.2016 00:00:00.000,84.792,84.885,82.106,82.504,238366.5938
29.04.2016 00:00:00.000,82.507,82.527,80.830,80.919,195562.6875
30.04.2016 00:00:00.000,80.919,80.919,80.919,80.919,0
01.05.2016 00:00:00.000,80.722,81.223,80.703,81.049,14325.3604
02.05.2016 00:00:00.000,81.047,81.642,80.816,81.532,168272.4375
03.05.2016 00:00:00.000,81.530,81.982,79.541,79.969,194481.7344
04.05.2016 00:00:00.000,79.965,80.472,79.498,79.833,172648.0625
05.05.2016 00:00:00.000,79.834,80.447,79.804,80.273,140207.5781
06.05.2016 00:00:00.000,80.273,80.305,78.186,78.983,167079.1094
07.05.2016 00:00:00.000,78.983,78.983,78.983,78.983,0
08.05.2016 00:00:00.000,78.798,79.253,78.769,79.169,8294.4199
09.05.2016 00:00:00.000,79.169,79.532,78.854,79.278,150964.2813
10.05.2016 00:00:00.000,79.276,80.691,79.128,80.499,158479.5313
11.05.2016 00:00:00.000,80.501,80.639,79.708,79.741,153323.7188
12.05.2016 00:00:00.000,79.741,80.386,79.456,79.828,161649.0156
13.05.2016 00:00:00.000,79.825,79.860,78.904,79.030,175511.0156
14.05.2016 00:00:00.000,79.030,79.030,79.030,79.030,0
15.05.2016 00:00:00.000,78.821,79.055,78.650,79.039,8622.1299
16.05.2016 00:00:00.000,79.040,79.567,78.991,79.497,121191.1016
17.05.2016 00:00:00.000,79.498,80.568,79.305,79.779,146355.0938
18.05.2016 00:00:00.000,79.777,80.050,79.318,79.574,169942.25
19.05.2016 00:00:00.000,79.575,79.716,79.031,79.490,172071.3125
20.05.2016 00:00:00.000,79.490,79.964,79.443,79.627,123753.2266
21.05.2016 00:00:00.000,79.627,79.627,79.627,79.627,0
22.05.2016 00:00:00.000,79.598,79.691,79.487,79.494,6626.5801
23.05.2016 00:00:00.000,79.493,79.755,78.787,78.953,142148.1406
24.05.2016 00:00:00.000,78.954,79.267,78.320,79.205,147319.7813
25.05.2016 00:00:00.000,79.203,79.514,79.010,79.153,145077.8906
26.05.2016 00:00:00.000,79.151,79.512,78.464,79.270,153940.4531
27.05.2016 00:00:00.000,79.272,79.501,78.902,79.305,121350.4063
28.05.2016 00:00:00.000,79.305,79.305,79.305,79.305,0
29.05.2016 00:00:00.000,79.269,79.605,79.235,79.527,10695.9199
30.05.2016 00:00:00.000,79.526,79.915,79.256,79.750,91307.1875
31.05.2016 00:00:00.000,79.747,80.700,79.733,80.060,147621.9688
01.06.2016 00:00:00.000,80.063,80.800,79.028,79.354,176239.2344
02.06.2016 00:00:00.000,79.354,79.455,78.322,78.714,161268.375
03.06.2016 00:00:00.000,78.713,79.012,78.113,78.517,164413.9531
04.06.2016 00:00:00.000,78.517,78.517,78.517,78.517,0
05.06.2016 00:00:00.000,78.611,78.627,78.144,78.344,11627.4102
06.06.2016 00:00:00.000,78.348,79.365,78.046,79.228,161966.3438
07.06.2016 00:00:00.000,79.227,80.318,79.028,79.873,140609.5313
08.06.2016 00:00:00.000,79.877,80.304,79.383,79.983,149613.75
09.06.2016 00:00:00.000,79.985,80.152,78.991,79.407,149277.1563
10.06.2016 00:00:00.000,79.402,79.575,78.565,78.898,137458.5313
11.06.2016 00:00:00.000,78.898,78.898,78.898,78.898,0
12.06.2016 00:00:00.000,78.860,78.911,78.387,78.509,12305.4102
13.06.2016 00:00:00.000,78.509,78.883,78.099,78.339,161141.1719
14.06.2016 00:00:00.000,78.336,78.574,77.518,78.004,169088.8594
15.06.2016 00:00:00.000,78.003,78.748,77.758,78.513,160905.8438
16.06.2016 00:00:00.000,78.514,78.690,75.601,77.452,200610.0938
17.06.2016 00:00:00.000,77.458,77.549,76.815,77.066,150061.8438
18.06.2016 00:00:00.000,77.066,77.066,77.066,77.066,0
19.06.2016 00:00:00.000,77.874,77.906,77.410,77.725,15180.8604
20.06.2016 00:00:00.000,77.725,78.163,77.344,77.423,150530.375
21.06.2016 00:00:00.000,77.426,78.573,77.322,78.027,153437.2031
22.06.2016 00:00:00.000,78.029,78.994,77.781,78.613,151798.8594
23.06.2016 00:00:00.000,78.609,81.647,77.770,79.211,210274.2344
24.06.2016 00:00:00.000,79.207,80.162,72.544,76.654,257152.3594
25.06.2016 00:00:00.000,76.654,76.654,76.654,76.654,0
26.06.2016 00:00:00.000,75.340,76.176,75.299,75.926,18671.6406
27.06.2016 00:00:00.000,75.924,76.157,74.534,74.896,212146.2969
28.06.2016 00:00:00.000,74.894,76.042,74.721,76.026,172411.9844
29.06.2016 00:00:00.000,76.029,76.832,75.451,76.760,161512.9063
30.06.2016 00:00:00.000,76.762,77.050,75.568,76.771,184408.2344
01.07.2016 00:00:00.000,76.769,76.967,76.428,76.913,138509.4063
02.07.2016 00:00:00.000,76.913,76.913,76.913,76.913,0
03.07.2016 00:00:00.000,76.466,76.682,76.452,76.490,7826.6299
04.07.2016 00:00:00.000,76.490,77.411,76.457,77.166,110024.7109
05.07.2016 00:00:00.000,77.165,77.187,75.202,75.298,154567.6719
06.07.2016 00:00:00.000,75.299,76.297,74.558,76.004,192205.0781
07.07.2016 00:00:00.000,76.009,76.234,75.193,75.509,158950.0781
08.07.2016 00:00:00.000,75.509,76.184,75.056,76.171,140967.1563
09.07.2016 00:00:00.000,76.171,76.171,76.171,76.171,0
10.07.2016 00:00:00.000,76.156,76.270,76.055,76.110,8335.6104
11.07.2016 00:00:00.000,76.108,77.608,75.947,77.263,160729.2031
12.07.2016 00:00:00.000,77.263,80.354,77.226,79.621,190198.4531
13.07.2016 00:00:00.000,79.621,80.006,78.862,79.020,193550.2344
14.07.2016 00:00:00.000,79.023,80.995,78.972,80.046,201512.9375
15.07.2016 00:00:00.000,80.044,81.512,79.198,79.525,196648.1875
16.07.2016 00:00:00.000,79.525,79.525,79.525,79.525,0
17.07.2016 00:00:00.000,80.044,80.554,79.918,80.002,16503.7793
18.07.2016 00:00:00.000,80.002,80.789,79.773,80.451,140014.5469
19.07.2016 00:00:00.000,80.454,80.465,79.345,79.680,168474.0938
20.07.2016 00:00:00.000,79.678,80.318,79.275,80.024,307969.2813
21.07.2016 00:00:00.000,80.024,80.463,79.058,79.401,611439.125
22.07.2016 00:00:00.000,79.401,79.530,78.917,79.321,456438.5938
23.07.2016 00:00:00.000,79.321,79.321,79.321,79.321,0
24.07.2016 00:00:00.000,79.245,79.548,79.179,79.437,25812.3691
25.07.2016 00:00:00.000,79.443,79.727,78.893,78.933,401685.5625
26.07.2016 00:00:00.000,78.931,78.954,78.165,78.794,519905.375
27.07.2016 00:00:00.000,78.794,79.585,78.598,78.886,625857.75
28.07.2016 00:00:00.000,78.883,79.161,77.706,78.746,461847.9375
29.07.2016 00:00:00.000,78.745,79.530,77.503,77.645,557859.75
30.07.2016 00:00:00.000,77.645,77.645,77.645,77.645,0
31.07.2016 00:00:00.000,77.743,77.924,77.486,77.654,31193.7793
01.08.2016 00:00:00.000,77.655,78.198,77.002,77.018,476769.6563
02.08.2016 00:00:00.000,77.018,77.482,76.506,76.803,526102.8125
03.08.2016 00:00:00.000,76.801,77.093,76.515,76.912,446493.625
04.08.2016 00:00:00.000,76.911,77.360,76.860,77.324,370202.875
05.08.2016 00:00:00.000,77.321,77.683,77.180,77.625,340237.5938
06.08.2016 00:00:00.000,77.625,77.625,77.625,77.625,0
07.08.2016 00:00:00.000,77.756,77.846,77.514,77.685,21709.25
08.08.2016 00:00:00.000,77.685,78.681,77.564,78.358,285310.4688
09.08.2016 00:00:00.000,78.360,78.454,78.026,78.105,267339.625
10.08.2016 00:00:00.000,78.105,78.557,77.858,78.004,334366
11.08.2016 00:00:00.000,78.004,78.634,77.873,78.327,256083.8438
12.08.2016 00:00:00.000,78.329,78.556,77.338,77.563,276398.5625
13.08.2016 00:00:00.000,77.563,77.563,77.563,77.563,0
14.08.2016 00:00:00.000,77.536,77.649,77.469,77.522,13424.6797
15.08.2016 00:00:00.000,77.522,77.815,77.383,77.732,243238.5625
16.08.2016 00:00:00.000,77.732,77.732,77.038,77.086,318136.25
17.08.2016 00:00:00.000,77.088,77.571,76.301,76.549,326720.7813
18.08.2016 00:00:00.000,76.549,77.280,76.339,76.887,335787.7813
19.08.2016 00:00:00.000,76.893,76.976,76.073,76.477,269470.8125
20.08.2016 00:00:00.000,76.477,76.477,76.477,76.477,0
21.08.2016 00:00:00.000,76.660,76.712,76.476,76.495,33429.8008
22.08.2016 00:00:00.000,76.495,76.782,76.356,76.507,373272.8438
23.08.2016 00:00:00.000,76.506,76.662,76.290,76.355,377991.5938
24.08.2016 00:00:00.000,76.355,76.635,76.113,76.519,338594.6875
25.08.2016 00:00:00.000,76.522,76.729,76.427,76.673,300710.3125
26.08.2016 00:00:00.000,76.671,77.204,76.565,77.076,373294.9688
27.08.2016 00:00:00.000,77.076,77.076,77.076,77.076,0
28.08.2016 00:00:00.000,77.238,77.240,76.857,76.857,22511.0703
29.08.2016 00:00:00.000,76.855,77.409,76.705,77.150,331192.3438
30.08.2016 00:00:00.000,77.148,77.473,77.091,77.412,327253.9063
31.08.2016 00:00:00.000,77.406,77.814,77.364,77.684,339253.75
01.09.2016 00:00:00.000,77.684,78.204,77.506,77.966,369060.375
02.09.2016 00:00:00.000,77.963,78.806,77.872,78.760,373210.5
03.09.2016 00:00:00.000,78.760,78.760,78.760,78.760,0
04.09.2016 00:00:00.000,78.816,78.861,78.613,78.624,19012.8496
05.09.2016 00:00:00.000,78.620,78.904,78.287,78.582,285837.5625
06.09.2016 00:00:00.000,78.582,79.139,77.828,78.057,399284.5
07.09.2016 00:00:00.000,78.057,78.138,77.592,78.097,459672.375
08.09.2016 00:00:00.000,78.097,78.611,77.925,78.268,388489
09.09.2016 00:00:00.000,78.269,78.313,77.408,77.461,356485.75
10.09.2016 00:00:00.000,77.461,77.461,77.461,77.461,0
11.09.2016 00:00:00.000,77.362,77.443,77.076,77.295,30149.2598
12.09.2016 00:00:00.000,77.295,77.462,76.424,76.980,408164
13.09.2016 00:00:00.000,76.982,77.085,76.119,76.535,449359.9375
14.09.2016 00:00:00.000,76.537,77.429,76.395,76.729,419619.375
15.09.2016 00:00:00.000,76.729,76.899,75.977,76.627,382044.625
16.09.2016 00:00:00.000,76.628,76.846,76.318,76.662,283351.9063
17.09.2016 00:00:00.000,76.662,76.662,76.662,76.662,0
18.09.2016 00:00:00.000,76.483,76.888,76.457,76.759,23854.3008
19.09.2016 00:00:00.000,76.761,77.035,76.679,76.824,232229.3281
20.09.2016 00:00:00.000,76.822,77.007,76.674,76.758,255441.2344
21.09.2016 00:00:00.000,76.758,77.537,76.182,76.636,522644.8125
22.09.2016 00:00:00.000,76.636,77.297,76.455,77.103,315221.9688
23.09.2016 00:00:00.000,77.103,77.348,76.818,77.068,344306.3125
24.09.2016 00:00:00.000,77.068,77.068,77.068,77.068,0
25.09.2016 00:00:00.000,77.040,77.040,76.798,76.847,17372.5605
26.09.2016 00:00:00.000,76.848,76.989,76.456,76.605,316779.125
27.09.2016 00:00:00.000,76.607,77.505,76.193,77.065,394097.25
28.09.2016 00:00:00.000,77.065,77.712,76.920,77.660,383785.3125
29.09.2016 00:00:00.000,77.660,78.179,76.913,77.204,421919.4063
30.09.2016 00:00:00.000,77.201,77.761,76.503,77.613,362033.5313
01.10.2016 00:00:00.000,77.613,77.613,77.613,77.613,0
02.10.2016 00:00:00.000,77.550,77.761,77.504,77.607,18254.5898
03.10.2016 00:00:00.000,77.609,78.298,77.384,78.254,262139.0938
04.10.2016 00:00:00.000,78.254,78.716,78.156,78.299,399537.4688
05.10.2016 00:00:00.000,78.299,79.023,78.171,78.835,312896.8125
06.10.2016 00:00:00.000,78.834,79.001,78.472,78.601,333568.9063
07.10.2016 00:00:00.000,78.601,78.808,77.994,78.127,402224.875
08.10.2016 00:00:00.000,78.127,78.127,78.127,78.127,0
09.10.2016 00:00:00.000,78.565,78.664,78.247,78.320,18407.3594
10.10.2016 00:00:00.000,78.322,78.984,78.095,78.813,214443.0313
11.10.2016 00:00:00.000,78.815,78.925,77.753,78.152,340326.0938
12.10.2016 00:00:00.000,78.147,79.042,78.093,78.794,317337.5
13.10.2016 00:00:00.000,78.794,78.906,77.905,78.465,345063.4063
14.10.2016 00:00:00.000,78.467,79.738,78.413,79.460,339208.4063
15.10.2016 00:00:00.000,79.460,79.460,79.460,79.460,0
16.10.2016 00:00:00.000,79.568,79.568,79.017,79.031,19750.0898
17.10.2016 00:00:00.000,79.029,79.406,78.825,79.349,254145.4688
18.10.2016 00:00:00.000,79.350,80.022,79.269,79.710,263235.9063
19.10.2016 00:00:00.000,79.709,79.929,79.154,79.891,230048.2656
20.10.2016 00:00:00.000,79.892,80.015,79.208,79.474,259092.0156
21.10.2016 00:00:00.000,79.474,79.519,78.728,79.024,218854
22.10.2016 00:00:00.000,79.024,79.024,79.024,79.024,0
23.10.2016 00:00:00.000,79.057,79.116,78.960,79.010,13140.9404
24.10.2016 00:00:00.000,79.009,79.399,78.882,79.214,159859.5469
25.10.2016 00:00:00.000,79.213,80.021,79.194,79.693,118108.7969
26.10.2016 00:00:00.000,79.694,80.320,79.444,79.982,120078.6094
27.10.2016 00:00:00.000,79.980,80.044,79.566,79.875,124496.1484
28.10.2016 00:00:00.000,79.873,80.024,79.285,79.617,135564.25
29.10.2016 00:00:00.000,79.617,79.617,79.617,79.617,0
30.10.2016 00:00:00.000,79.307,79.512,79.281,79.429,9339.9697
31.10.2016 00:00:00.000,79.429,79.995,79.385,79.744,111392.0469
01.11.2016 00:00:00.000,79.744,80.643,79.473,79.577,165503.5625
02.11.2016 00:00:00.000,79.578,79.658,78.994,79.109,189019.8438
03.11.2016 00:00:00.000,79.105,79.325,78.488,79.203,156622.3125
04.11.2016 00:00:00.000,79.201,79.405,78.865,79.165,148862.4219
05.11.2016 00:00:00.000,79.165,79.165,79.165,79.165,0
06.11.2016 00:00:00.000,79.986,80.132,79.610,79.978,13894.0801
07.11.2016 00:00:00.000,79.976,80.795,79.750,80.619,140923.7656
08.11.2016 00:00:00.000,80.623,81.804,80.271,81.311,144872.8906
09.11.2016 00:00:00.000,81.313,81.949,76.803,80.953,351096.1875
10.11.2016 00:00:00.000,80.956,82.467,80.408,81.274,272611.5313
11.11.2016 00:00:00.000,81.274,81.362,80.264,80.525,226098.4531
12.11.2016 00:00:00.000,80.525,80.525,80.525,80.525,0
13.11.2016 00:00:00.000,80.672,80.817,80.595,80.715,11265.7002
14.11.2016 00:00:00.000,80.714,82.018,80.531,81.899,223645.8281
15.11.2016 00:00:00.000,81.899,82.604,81.550,82.341,198603.6719
16.11.2016 00:00:00.000,82.341,82.616,81.359,81.495,194556.9375
17.11.2016 00:00:00.000,81.492,81.851,81.121,81.587,189378.5469
18.11.2016 00:00:00.000,81.589,81.918,81.115,81.417,183736.2031
19.11.2016 00:00:00.000,81.417,81.417,81.417,81.417,0
20.11.2016 00:00:00.000,81.352,81.463,81.234,81.267,12392.5801
21.11.2016 00:00:00.000,81.264,81.819,81.150,81.636,206191.5938
22.11.2016 00:00:00.000,81.638,82.298,81.432,82.231,171530.0469
23.11.2016 00:00:00.000,82.229,83.481,82.198,82.986,164306.8906
